id,sex,age,edu,drink
10662,2,2,4,6
10663,1,1,2,5
10664,2,4,5,2
10665,2,7,5,5
10666,2,4,4,7
10667,2,4,4,5
10668,2,6,6,6
10669,1,2,6,2
10670,1,2,6,3
10671,2,3,3,3
10672,2,7,4,4
10673,2,5,6,3
10674,1,3,6,3
10675,1,1,3,7
10676,1,7,6,7
10677,2,3,5,4
10678,2,4,2,6
10679,1,1,4,7
10680,2,7,4,6
10681,1,5,2,3
10682,2,6,2,5
10683,1,3,2,6
10684,1,6,3,7
10685,1,6,1,4
10686,1,6,3,5
10687,1,3,6,3
10688,1,1,2,5
10689,2,5,2,3
10690,2,1,1,7
10691,2,7,6,2
10692,1,3,4,3
10693,1,5,4,1
10694,1,5,7,2
10695,1,6,2,4
10696,2,4,1,6
10697,2,4,2,7
10698,2,7,1,3
10699,1,4,2,2
10700,2,4,6,3
10701,2,5,1,2
10702,2,7,2,6
10703,2,3,7,3
10704,1,4,4,5
10705,2,7,1,7
10706,2,2,6,5
10707,1,2,7,3
10708,2,6,3,2
10709,1,3,4,6
10710,1,1,2,6
10711,2,4,4,4
10712,2,5,7,4
10713,2,7,2,7
10714,2,3,6,3
10715,1,4,4,5
10716,1,5,2,1
10717,2,2,2,6
10718,2,7,5,5
10719,2,6,6,4
10720,2,3,6,7
10721,2,4,6,5
10722,1,6,4,5
10723,1,6,1,1
10724,1,5,7,1
10725,2,4,4,6
10726,2,5,5,5
10727,2,3,7,5
10728,1,6,1,5
10729,1,5,2,7
10730,2,5,4,4
10731,1,6,2,7
10732,2,6,2,4
10733,1,4,6,6
10734,2,2,2,6
10735,2,3,4,5
10736,1,5,7,2
10737,1,6,2,7
10738,1,4,4,7
10739,1,6,2,4
10740,1,4,3,3
10741,1,3,1,5
10742,1,2,4,6
10743,2,4,4,2
10744,2,6,4,2
10745,2,7,1,3
10746,2,3,7,2
10747,1,2,2,2
10748,1,2,3,3
10749,1,1,4,6
10750,2,5,4,2
10751,1,6,3,4
10752,2,7,5,1
10753,1,6,1,6
10754,1,6,2,2
10755,2,1,2,5
10756,2,2,4,5
10757,1,2,3,3
10758,2,6,2,5
10759,1,4,4,4
10760,2,6,3,5
10761,2,4,4,6
10762,1,4,1,3
10763,2,2,2,5
10764,1,1,2,5
10765,2,3,3,97
10766,2,7,1,6
10767,2,4,4,7
10768,2,5,2,5
10769,1,6,2,3
10770,2,5,2,3
10771,1,1,4,1
10772,2,2,2,4
10773,2,6,6,7
10774,1,6,4,1
10775,2,3,4,5
10776,1,3,4,3
10777,2,7,1,4
10778,2,4,6,5
10779,1,6,4,5
10780,1,4,2,6
10781,2,3,3,7
10782,1,6,2,1
10783,2,5,4,5
10784,1,7,6,7
10785,1,2,4,4
10786,1,4,1,4
10787,2,3,4,3
10788,2,7,1,6
10789,2,7,4,4
10790,2,3,6,5
10791,1,2,3,3
10792,1,6,4,5
10793,1,6,6,4
10794,1,4,6,4
10795,2,3,4,5
10796,2,5,2,7
10797,2,5,2,2
10798,1,1,3,5
10799,2,3,7,1
10800,2,5,2,5
10801,2,6,1,5
10802,2,2,4,5
10803,2,3,4,7
10804,1,3,6,2
10805,2,7,2,7
10806,1,6,6,2
10807,1,6,7,7
10808,2,5,4,2
10809,2,5,5,1
10810,2,7,1,4
10811,2,3,3,6
10812,1,1,1,6
10813,1,5,6,5
10814,2,7,4,1
10815,1,6,6,3
10816,2,1,4,5
10817,2,3,7,5
10818,1,3,7,4
10819,1,4,6,3
10820,2,6,2,6
10821,2,6,2,4
10822,2,5,6,7
10823,2,3,1,4
10824,2,6,4,5
10825,1,7,1,2
10826,1,7,2,5
10827,2,5,6,2
10828,2,1,1,7
10829,2,3,4,4
10830,2,7,4,7
10831,1,6,2,7
10832,2,2,4,5
10833,1,2,2,7
10834,2,1,1,7
10835,1,6,5,1
10836,2,3,4,5
10837,1,1,4,6
10838,2,6,4,5
10839,2,5,4,4
10840,2,4,4,7
10841,2,4,4,6
10842,2,1,2,6
10843,1,4,1,4
10844,1,7,5,7
10845,1,5,1,3
10846,2,6,2,6
10847,1,5,3,6
10848,1,4,2,7
10849,1,5,7,7
10850,1,6,2,4
10851,2,7,4,5
10852,1,4,4,2
10853,2,6,4,6
10854,1,7,2,3
10855,2,1,2,5
10856,2,5,1,4
10857,2,2,6,5
10858,2,5,3,3
10859,2,4,97,97
10860,1,4,1,2
10861,2,5,6,3
10862,1,6,4,2
10863,1,5,4,3
10864,2,6,1,7
10865,2,5,2,5
10866,2,2,3,7
10867,2,5,7,6
10868,2,7,2,6
10869,1,5,2,6
10870,1,1,1,7
10871,1,6,6,4
10872,2,6,4,4
10873,2,6,1,7
10874,2,7,1,5
10875,2,5,4,7
10876,2,6,2,3
10877,1,5,4,4
10878,2,6,4,3
10879,1,2,4,5
10880,2,3,7,2
10881,1,5,5,2
10882,2,5,2,2
10883,2,1,1,7
10884,1,5,2,2
10885,2,1,6,3
10886,1,3,3,5
10887,1,4,4,5
10888,2,2,4,6
10889,2,4,2,3
10890,2,1,6,7
10891,2,4,4,7
10892,1,7,2,7
10893,2,4,3,7
10894,2,2,4,3
10895,1,7,1,7
10896,2,6,7,5
10897,2,4,7,4
10898,2,6,3,7
10899,1,5,4,4
10900,1,2,2,5
10901,2,2,7,3
10902,1,4,3,5
10903,2,2,4,6
10904,2,6,1,5
10905,2,3,6,5
10906,1,6,2,1
10907,2,3,97,6
10908,2,4,2,5
10909,1,3,6,2
10910,2,2,2,5
10911,1,3,6,7
10912,1,6,1,7
10913,2,7,1,5
10914,1,3,4,4
10915,2,1,2,5
10916,1,5,6,5
10917,2,2,5,5
10918,1,1,3,4
10919,2,5,2,3
10920,2,6,4,3
10921,1,5,3,1
10922,2,4,6,7
10923,1,4,5,3
10924,1,1,1,7
10925,1,2,7,5
10926,1,6,7,6
10927,1,5,4,6
10928,2,2,4,3
10929,2,7,2,2
10930,1,5,1,1
10931,1,4,6,3
10932,2,5,7,3
10933,2,7,2,7
10934,2,6,2,4
10935,2,6,5,5
10936,2,4,5,7
10937,2,3,6,6
10938,2,5,7,3
10939,2,3,6,5
10940,2,5,2,6
10941,1,1,2,6
10942,1,3,5,3
10943,1,5,4,5
10944,1,7,2,3
10945,1,2,2,3
10946,2,2,6,6
10947,2,7,6,4
10948,1,3,3,5
10949,2,2,6,5
10950,1,7,5,7
10951,1,2,3,4
10952,2,6,7,6
10953,1,4,2,6
10954,1,6,7,3
10955,2,2,6,5
10956,1,4,2,5
10957,1,2,6,3
10958,1,4,4,2
10959,2,6,3,7
10960,2,2,6,5
10961,2,7,1,6
10962,2,5,2,3
10963,2,4,4,5
10964,2,2,4,7
10965,1,7,1,6
10966,1,3,3,3
10967,2,5,2,5
10968,1,7,1,3
10969,1,2,6,4
10970,1,3,7,3
10971,1,6,4,3
10972,2,4,6,6
10973,1,6,1,7
10974,2,1,1,3
10975,1,4,3,4
10976,2,4,6,7
10977,1,2,4,7
10978,2,5,1,6
10979,1,5,6,3
10980,2,6,7,2
10981,2,4,4,5
10982,1,3,6,2
10983,2,4,2,4
10984,2,1,2,5
10985,2,7,2,5
10986,1,6,6,4
10987,2,6,1,7
10988,2,5,2,7
10989,2,5,97,7
10990,1,4,4,6
10991,2,6,2,3
10992,1,3,7,4
10993,1,6,2,2
10994,1,4,6,5
10995,1,5,1,5
10996,2,2,2,4
10997,1,7,2,4
10998,2,5,1,7
10999,2,5,3,5
11000,1,4,7,4
11001,1,7,1,6
11002,1,1,5,5
11003,2,6,4,6
11004,2,2,7,6
11005,2,5,2,4
11006,2,6,1,1
11007,1,3,1,4
11008,1,5,6,2
11009,1,3,2,6
11010,1,4,7,4
11011,1,2,4,5
11012,2,1,4,6
11013,2,5,2,5
11014,1,3,7,7
11015,1,6,2,7
11016,2,2,6,6
11017,2,2,5,3
11018,1,2,3,3
11019,2,2,2,3
11020,1,3,7,3
11021,1,3,6,3
11022,1,2,2,3
11023,2,3,6,5
11024,2,7,4,5
11025,2,5,4,2
11026,1,5,2,5
11027,2,6,4,1
11028,1,5,7,1
11029,2,6,2,6
11030,1,4,4,5
11031,1,4,2,5
11032,2,4,2,3
11033,1,6,3,5
11034,2,5,1,6
11035,2,4,4,3
11036,2,6,6,2
11037,1,7,2,5
11038,2,5,4,5
11039,2,6,4,6
11040,2,2,2,6
11041,1,3,3,5
11042,2,1,2,4
11043,2,3,4,3
11044,2,6,4,5
11045,2,6,4,5
11046,1,6,2,1
11047,1,4,1,7
11048,1,2,6,4
11049,1,5,2,3
11050,2,5,1,7
11051,1,4,7,3
11052,2,5,4,5
11053,2,5,4,3
11054,2,6,4,6
11055,2,4,4,6
11056,1,3,4,5
11057,2,6,3,2
11058,2,6,4,5
11059,1,5,4,3
11060,2,6,4,1
11061,2,3,6,7
11062,1,3,4,3
11063,1,3,6,3
11064,2,4,2,6
11065,1,4,1,3
11066,1,3,3,5
11067,2,3,3,5
11068,1,6,7,1
11069,1,5,2,3
11070,2,5,5,3
11071,1,5,2,1
11072,1,5,6,2
11073,1,6,1,4
11074,2,2,7,7
11075,2,6,5,1
11076,1,2,1,1
11077,2,3,7,4
11078,2,7,4,5
11079,2,6,4,7
11080,2,5,4,6
11081,1,4,4,6
11082,2,3,2,5
11083,2,5,7,1
11084,1,5,4,3
11085,1,3,3,2
11086,1,4,4,4
11087,1,7,6,7
11088,1,6,6,6
11089,2,5,1,7
11090,1,6,1,3
11091,2,5,6,7
11092,1,4,2,1
11093,2,2,2,4
11094,1,3,5,4
11095,2,5,2,5
11096,2,3,1,5
11097,1,5,2,5
11098,2,1,1,7
11099,2,6,1,2
11100,1,5,2,7
11101,2,3,4,7
11102,2,7,1,3
11103,1,5,5,2
11104,2,7,1,5
11105,2,4,2,4
11106,2,6,4,5
11107,2,2,2,6
11108,1,5,4,5
11109,2,3,4,2
11110,1,6,4,1
11111,2,7,1,4
11112,1,4,6,6
11113,2,4,6,3
11114,1,1,2,3
11115,2,3,6,2
11116,2,6,7,3
11117,2,5,7,4
11118,1,4,4,2
11119,1,5,7,3
11120,2,5,2,5
11121,2,6,2,3
11122,1,6,4,5
11123,1,4,2,3
11124,1,4,4,2
11125,2,5,4,6
11126,1,2,1,3
11127,2,2,2,4
11128,2,3,7,4
11129,2,5,4,2
11130,1,7,6,5
11131,2,7,4,5
11132,2,7,4,1
11133,2,5,4,6
11134,1,7,6,7
11135,2,1,2,5
11136,2,5,5,3
11137,2,7,1,4
11138,2,4,4,4
11139,2,2,7,7
11140,2,1,1,6
11141,1,4,1,6
11142,1,3,3,7
11143,2,4,7,2
11144,2,4,6,5
11145,2,7,2,7
11146,2,4,4,5
11147,2,2,1,7
11148,2,3,4,7
11149,1,6,2,3
11150,1,3,6,3
11151,2,7,1,6
11152,2,6,2,1
11153,2,6,1,6
11154,1,3,6,5
11155,1,7,7,4
11156,2,5,2,4
11157,1,1,3,5
11158,2,5,4,3
11159,2,2,6,6
11160,1,4,3,4
11161,1,3,4,5
11162,2,5,2,5
11163,1,2,7,4
11164,1,5,1,3
11165,2,6,2,3
11166,2,6,1,3
11167,1,7,1,4
11168,1,3,2,5
11169,2,1,6,3
11170,2,3,2,7
11171,2,5,6,6
11172,2,6,4,6
11173,1,2,2,4
11174,1,4,7,5
11175,2,6,7,1
11176,1,3,3,3
11177,2,5,4,4
11178,2,5,4,5
11179,1,7,1,7
11180,1,6,6,5
11181,1,3,7,3
11182,2,5,2,5
11183,2,5,4,6
11184,2,2,6,4
11185,1,3,4,5
11186,2,4,4,2
11187,2,7,1,4
11188,1,1,2,5
11189,1,4,2,6
11190,2,6,3,5
11191,2,1,2,5
11192,1,4,7,6
11193,2,6,1,7
11194,2,2,4,5
11195,1,1,6,4
11196,1,6,7,3
11197,2,6,6,5
11198,1,2,6,5
11199,2,6,7,3
11200,2,3,2,5
11201,2,7,6,4
11202,2,4,2,5
11203,2,2,4,5
11204,1,1,1,7
11205,1,2,2,1
11206,1,5,2,4
11207,1,6,4,3
11208,1,3,6,3
11209,2,3,4,7
11210,2,4,6,4
11211,2,5,1,4
11212,2,4,4,5
11213,2,4,6,3
11214,1,6,4,2
11215,2,6,4,7
11216,1,1,4,3
11217,1,6,5,1
11218,1,5,1,7
11219,2,7,1,7
11220,1,3,6,5
11221,2,4,5,3
11222,1,4,1,1
11223,1,6,4,4
11224,2,4,2,4
11225,1,6,1,6
11226,2,5,2,6
11227,2,4,4,3
11228,1,4,6,7
11229,1,3,1,2
11230,2,3,6,7
11231,2,1,1,5
11232,1,2,4,5
11233,2,1,1,7
11234,2,2,2,6
11235,2,1,4,3
11236,1,6,2,6
11237,2,5,4,4
11238,1,3,3,2
11239,1,5,5,1
11240,1,4,1,5
11241,2,6,4,3
11242,2,5,6,1
11243,2,7,1,6
11244,1,5,2,3
11245,1,1,2,5
11246,2,1,1,7
11247,1,3,2,5
11248,2,7,1,5
11249,1,3,6,6
11250,2,1,1,7
11251,1,4,97,97
11252,1,4,6,5
11253,2,7,2,7
11254,2,5,2,5
11255,2,6,4,1
11256,2,5,2,6
11257,2,7,2,3
11258,1,5,5,1
11259,1,3,3,5
11260,2,7,2,1
11261,2,1,1,7
11262,2,1,2,7
11263,1,2,3,5
11264,1,2,6,4
11265,2,2,2,6
11266,2,6,2,5
11267,1,1,6,4
11268,2,4,4,5
11269,2,2,5,6
11270,1,3,2,3
11271,1,3,4,2
11272,1,4,6,4
11273,1,3,2,5
11274,1,2,6,3
11275,2,2,6,5
11276,2,3,6,7
11277,2,2,4,2
11278,1,3,2,5
11279,2,2,3,5
11280,1,6,3,1
11281,2,4,2,7
11282,2,5,4,1
11283,2,3,7,4
11284,1,4,2,6
11285,1,2,4,5
11286,1,2,6,7
11287,2,7,6,5
11288,1,5,7,1
11289,1,6,4,1
11290,1,6,6,2
11291,1,2,2,1
11292,2,5,4,5
11293,2,6,1,6
11294,1,1,1,7
11295,1,5,7,6
11296,2,2,5,7
11297,1,3,7,3
11298,1,2,2,7
11299,1,1,1,7
11300,2,7,5,3
11301,2,6,6,2
11302,2,6,4,3
11303,2,6,1,6
11304,1,3,6,4
11305,2,5,6,5
11306,2,7,4,7
11307,2,7,3,6
11308,1,3,2,3
11309,1,6,1,6
11310,2,6,5,7
11311,2,4,5,4
11312,1,2,3,4
11313,2,5,7,2
11314,1,5,3,4
11315,1,6,5,2
11316,2,6,7,4
11317,2,6,7,3
11318,1,5,1,5
11319,2,6,6,7
11320,1,5,1,5
11321,2,3,6,6
11322,2,7,4,3
11323,2,1,1,3
11324,1,4,7,2
11325,1,6,4,4
11326,2,6,6,3
11327,2,6,6,6
11328,1,1,1,6
11329,2,6,1,5
11330,2,7,2,3
11331,1,3,4,3
11332,2,6,1,7
11333,1,3,6,5
11334,2,6,2,4
11335,2,5,7,5
11336,2,2,3,6
11337,2,1,2,7
11338,1,2,2,4
11339,2,6,4,7
11340,2,4,7,6
11341,2,5,5,4
11342,1,5,6,5
11343,2,7,99,3
11344,1,5,3,3
11345,1,5,7,1
11346,2,3,97,97
11347,2,1,4,4
11348,1,1,3,5
11349,2,4,7,7
11350,2,5,3,5
11351,2,5,5,4
11352,2,5,2,1
11353,2,4,6,3
11354,2,2,1,7
11355,1,3,7,2
11356,1,3,2,6
11357,2,2,6,6
11358,2,7,2,4
11359,2,2,2,6
11360,2,3,6,5
11361,2,6,4,6
11362,1,1,4,5
11363,1,5,3,7
11364,2,2,3,5
11365,2,3,3,5
11366,1,4,2,7
11367,1,6,5,1
11368,2,2,1,5
11369,1,4,4,5
11370,1,7,7,1
11371,2,6,1,6
11372,1,1,1,6
11373,2,3,1,5
11374,1,5,4,5
11375,2,7,6,7
11376,2,6,4,6
11377,2,3,6,6
11378,2,2,6,6
11379,1,5,2,5
11380,2,6,6,3
11381,2,2,6,5
11382,2,6,1,3
11383,2,2,7,4
11384,1,2,6,4
11385,2,3,4,5
11386,1,4,7,7
11387,1,5,2,4
11388,1,6,1,4
11389,2,5,4,7
11390,1,4,2,3
11391,1,5,6,5
11392,2,4,6,7
11393,2,5,2,4
11394,2,5,7,2
11395,1,7,3,6
11396,1,6,6,5
11397,2,6,4,6
11398,2,7,4,7
11399,2,4,6,6
11400,2,6,2,1
11401,2,6,1,4
11402,2,4,6,1
11403,1,4,2,6
11404,1,4,6,6
11405,2,5,2,4
11406,1,4,3,4
11407,1,3,4,5
11408,2,6,4,1
11409,1,2,2,7
11410,2,6,2,7
11411,2,5,1,7
11412,2,7,2,3
11413,2,4,1,5
11414,1,3,3,6
11415,2,1,6,4
11416,2,3,6,3
11417,1,6,1,5
11418,2,3,2,5
11419,1,6,1,7
11420,2,3,3,4
11421,2,5,5,2
11422,2,4,4,5
11423,2,6,4,5
11424,2,2,7,6
11425,1,5,2,5
11426,1,2,3,4
11427,1,5,7,7
11428,1,3,1,7
11429,2,5,4,6
11430,2,5,2,7
11431,2,3,6,5
11432,2,3,6,4
11433,2,6,2,7
11434,1,3,7,3
11435,1,3,2,4
11436,1,4,7,5
11437,2,6,2,5
11438,2,2,5,7
11439,2,6,1,6
11440,2,4,6,5
11441,2,2,4,4
11442,2,3,4,3
11443,2,7,1,1
11444,2,6,6,6
11445,2,2,6,6
11446,1,4,4,2
11447,2,5,4,4
11448,2,4,4,5
11449,2,2,4,6
11450,2,3,7,3
11451,1,3,3,5
11452,1,6,1,4
11453,2,5,4,4
11454,1,6,4,2
11455,2,3,5,7
11456,2,7,7,6
11457,2,2,2,7
11458,1,2,3,2
11459,2,6,2,4
11460,1,6,6,1
11461,1,5,2,7
11462,2,3,3,4
11463,1,5,4,2
11464,2,6,2,5
11465,2,6,2,5
11466,2,3,2,5
11467,2,2,4,4
11468,1,6,2,1
11469,1,2,2,4
11470,1,5,3,7
11471,1,7,1,4
11472,2,6,2,5
11473,1,3,4,6
11474,2,1,2,7
11475,1,6,6,7
11476,1,1,1,5
11477,1,4,6,5
11478,1,1,1,5
11479,1,5,1,4
11480,2,6,4,7
11481,2,5,4,6
11482,1,6,1,5
11483,2,5,7,4
11484,1,3,6,3
11485,2,2,4,5
11486,1,5,6,5
11487,1,2,3,5
11488,2,5,2,6
11489,2,5,2,5
11490,1,7,1,7
11491,1,4,2,7
11492,2,3,2,7
11493,2,6,4,6
11494,2,7,1,7
11495,1,4,5,5
11496,1,1,2,4
11497,1,5,4,3
11498,2,3,4,6
11499,1,6,1,2
11500,2,6,2,5
11501,1,7,3,1
11502,2,4,1,5
11503,2,2,1,5
11504,2,6,7,7
11505,2,7,1,7
11506,2,7,1,7
11507,2,4,4,4
11508,2,4,5,5
11509,2,5,1,7
11510,2,6,7,5
11511,1,4,1,1
11512,2,2,2,7
11513,2,5,4,3
11514,2,4,2,3
11515,2,6,3,6
11516,2,3,6,3
11517,2,5,7,2
11518,2,5,3,7
11519,2,3,7,4
11520,1,4,7,6
11521,2,4,3,1
11522,2,7,4,4
11523,2,5,2,7
11524,1,1,4,7
11525,2,7,2,5
11526,1,7,7,3
11527,2,1,1,7
11528,1,1,2,5
11529,2,6,4,7
11530,1,3,3,5
11531,1,5,1,7
11532,1,5,2,4
11533,2,1,2,5
11534,2,5,6,5
11535,1,5,3,1
11536,1,4,2,5
11537,1,3,2,5
11538,1,2,1,5
11539,2,3,2,4
11540,2,3,6,5
11541,2,4,6,5
11542,2,5,99,6
11543,1,6,1,6
11544,2,4,2,7
11545,1,5,4,4
11546,1,7,6,5
11547,1,1,2,6
11548,2,4,6,7
11549,1,7,2,3
11550,1,5,2,2
11551,2,3,7,1
11552,2,3,6,5
11553,2,5,5,1
11554,1,4,4,6
11555,1,2,2,4
11556,2,1,2,6
11557,1,5,4,3
11558,2,6,1,3
11559,1,4,7,3
11560,2,7,2,7
11561,2,5,4,6
11562,2,5,3,6
11563,1,1,1,7
11564,2,5,1,3
11565,1,3,6,5
11566,1,5,1,7
11567,1,2,4,5
11568,1,3,6,3
11569,1,7,1,7
11570,1,2,7,6
11571,2,1,6,6
11572,1,5,6,1
11573,2,6,5,1
11574,1,5,7,3
11575,1,4,6,4
11576,2,5,1,6
11577,2,2,4,3
11578,1,2,6,3
11579,2,4,4,4
11580,2,7,4,6
11581,1,5,4,2
11582,1,5,3,4
11583,1,2,2,5
11584,1,3,4,1
11585,2,7,1,7
11586,2,5,2,2
11587,1,5,3,1
11588,2,5,2,5
11589,1,6,5,1
11590,2,5,3,3
11591,1,1,1,6
11592,1,4,2,1
11593,2,2,7,2
11594,2,7,5,5
11595,1,5,3,2
11596,1,2,2,2
11597,2,4,6,3
11598,1,4,2,5
11599,2,1,2,7
11600,1,6,1,1
11601,1,2,4,2
11602,1,5,2,2
11603,1,7,2,3
11604,1,5,3,7
11605,2,2,2,5
11606,2,2,4,4
11607,1,6,4,5
11608,2,5,6,5
11609,2,5,4,4
11610,1,4,2,5
11611,2,6,2,5
11612,1,5,7,2
11613,2,5,1,5
11614,1,5,1,6
11615,1,4,1,5
11616,1,6,6,7
11617,2,5,6,6
11618,2,2,4,5
11619,2,5,6,1
11620,1,3,2,1
11621,1,5,4,5
11622,1,5,6,4
11623,1,5,7,5
11624,2,4,2,5
11625,2,1,2,4
11626,1,7,2,7
11627,1,6,7,4
11628,1,7,2,1
11629,1,7,2,1
11630,1,5,6,5
11631,2,1,1,7
11632,2,5,4,7
11633,2,4,2,5
11634,1,7,1,2
11635,2,5,5,3
11636,2,7,5,3
11637,2,6,3,2
11638,2,5,1,5
11639,1,6,6,1
11640,2,5,2,2
11641,2,7,1,6
11642,1,5,3,1
11643,2,5,3,5
11644,1,4,2,5
11645,2,5,2,6
11646,1,6,6,6
11647,1,6,6,3
11648,1,5,4,1
11649,2,7,2,5
11650,2,3,6,4
11651,1,5,1,6
11652,2,7,1,7
11653,1,6,2,4
11654,1,7,6,1
11655,1,7,1,2
11656,2,4,6,2
11657,2,2,6,3
11658,1,6,1,4
11659,2,3,4,1
11660,2,4,7,2
11661,1,1,6,3
11662,1,5,6,2
11663,1,2,6,2
11664,2,6,4,5
11665,2,6,4,5
11666,2,3,4,5
11667,2,7,6,6
11668,2,6,1,7
11669,2,5,6,7
11670,1,7,1,4
11671,1,4,1,3
11672,1,6,1,5
11673,2,7,6,5
11674,2,3,4,4
11675,1,2,7,4
11676,1,4,7,5
11677,2,2,2,6
11678,1,2,2,5
11679,1,5,6,5
11680,2,4,6,2
11681,1,3,4,5
11682,1,3,4,5
11683,1,1,1,7
11684,1,6,2,3
11685,1,4,4,4
11686,2,3,4,7
11687,2,7,1,5
11688,1,7,7,4
11689,1,5,6,1
11690,2,5,2,7
11691,2,3,4,5
11692,2,5,1,5
11693,2,4,4,6
11694,2,5,5,5
11695,1,6,3,7
11696,2,3,4,3
11697,2,5,2,2
11698,1,4,6,6
11699,2,7,3,3
11700,1,4,1,5
11701,2,4,4,3
11702,2,5,6,5
11703,2,3,1,6
11704,2,2,5,4
11705,1,3,7,3
11706,1,4,4,4
11707,2,2,1,6
11708,1,3,1,5
11709,2,5,7,5
11710,2,4,3,6
11711,2,4,2,2
11712,1,7,1,4
11713,1,3,6,3
11714,1,5,2,4
11715,2,5,4,6
11716,2,2,6,6
11717,1,3,6,5
11718,1,5,1,6
11719,1,2,3,2
11720,2,6,7,5
11721,1,7,5,1
11722,1,2,6,5
11723,1,7,7,7
11724,1,5,6,5
11725,2,4,6,4
11726,1,1,1,7
11727,2,6,2,2
11728,1,5,2,6
11729,2,7,3,3
11730,2,3,5,3
11731,2,5,2,3
11732,1,6,2,6
11733,1,1,1,7
11734,1,4,3,1
11735,2,5,4,5
11736,1,3,3,4
11737,2,5,1,7
11738,2,6,2,4
11739,1,6,2,5
11740,1,3,7,5
11741,1,7,2,3
11742,2,5,4,5
11743,1,3,7,2
11744,1,2,4,2
11745,2,2,2,5
11746,2,3,2,5
11747,2,6,3,1
11748,2,7,2,6
11749,1,7,6,7
11750,2,7,1,5
11751,1,7,3,7
11752,2,6,1,7
11753,2,2,2,6
11754,2,2,5,7
11755,1,4,7,7
11756,1,5,7,2
11757,1,2,3,7
11758,1,4,3,4
11759,2,7,1,7
11760,2,7,1,7
11761,2,3,4,5
11762,2,2,6,7
11763,1,6,6,1
11764,1,2,4,6
11765,1,6,3,4
11766,1,2,4,2
11767,2,6,2,6
11768,1,4,2,5
11769,2,3,7,4
11770,2,7,4,2
11771,1,1,2,4
11772,1,7,7,6
11773,1,4,5,1
11774,2,4,2,3
11775,2,5,4,5
11776,1,1,1,5
11777,1,2,1,6
11778,1,4,1,5
11779,1,7,1,4
11780,2,2,6,4
11781,1,1,2,4
11782,1,1,1,6
11783,1,3,7,2
11784,2,6,2,7
11785,2,6,2,6
11786,2,3,7,6
11787,1,1,2,7
11788,2,5,2,6
11789,1,6,7,3
11790,2,7,1,7
11791,2,6,1,7
11792,2,2,2,7
11793,2,5,6,3
11794,2,2,4,3
11795,2,5,1,4
11796,2,7,2,5
11797,2,1,6,5
11798,2,3,98,5
11799,2,2,6,4
11800,1,3,2,5
11801,2,5,4,6
11802,2,4,3,2
11803,1,4,7,3
11804,1,7,3,3
11805,1,1,2,5
11806,2,4,6,3
11807,2,5,2,7
11808,2,5,5,2
11809,1,3,5,4
11810,2,1,6,4
11811,1,7,6,3
11812,1,5,1,4
11813,2,6,2,4
11814,1,5,3,5
11815,1,5,2,7
11816,1,5,1,4
11817,2,6,7,5
11818,2,6,2,5
11819,1,6,2,2
11820,2,3,6,1
11821,1,3,2,3
11822,2,7,6,7
11823,2,6,2,7
11824,2,4,4,4
11825,2,5,2,7
11826,2,1,4,5
11827,2,3,6,2
11828,2,6,6,2
11829,2,4,4,3
11830,1,3,7,5
11831,1,4,7,7
11832,1,1,1,6
11833,1,5,4,4
11834,2,7,7,3
11835,2,5,6,7
11836,2,6,6,5
11837,2,7,2,6
11838,1,1,1,5
11839,1,6,6,2
11840,2,2,7,3
11841,2,6,4,3
11842,1,5,6,4
11843,1,5,1,1
11844,1,5,1,3
11845,1,5,2,3
11846,2,3,4,7
11847,2,3,2,5
11848,1,6,4,3
11849,1,5,2,7
11850,2,2,6,2
11851,2,6,2,5
11852,1,2,3,4
11853,2,7,1,5
11854,1,3,97,97
11855,2,6,3,5
11856,2,6,4,5
11857,1,6,3,3
11858,2,6,3,6
11859,1,7,3,6
11860,2,5,4,3
11861,2,1,2,3
11862,1,5,6,6
11863,1,3,7,7
11864,2,6,4,1
11865,2,3,2,3
11866,2,7,2,6
11867,2,4,4,6
11868,2,3,6,5
11869,1,7,3,6
11870,1,5,3,4
11871,2,3,4,1
11872,2,5,6,3
11873,2,6,3,4
11874,1,6,1,5
11875,2,2,2,2
11876,2,5,4,7
11877,1,2,7,4
11878,1,5,2,7
11879,2,4,1,4
11880,1,4,6,2
11881,2,1,4,3
11882,1,2,4,3
11883,2,5,7,4
11884,1,5,4,1
11885,1,5,1,4
11886,1,5,4,3
11887,1,3,6,2
11888,1,6,1,3
11889,2,3,4,4
11890,1,5,6,4
11891,1,4,7,7
11892,2,7,99,7
11893,1,5,3,7
11894,1,7,7,7
11895,2,5,2,5
11896,1,6,1,3
11897,1,5,4,3
11898,1,1,6,4
11899,1,6,3,5
11900,2,2,3,7
11901,2,5,1,6
11902,2,7,1,6
11903,1,5,3,3
11904,1,4,6,5
11905,2,5,5,5
11906,2,7,4,6
11907,1,3,7,4
11908,2,6,2,5
11909,1,3,1,5
11910,2,3,4,2
11911,2,2,3,5
11912,2,4,7,2
11913,2,3,6,7
11914,2,2,2,5
11915,1,5,1,7
11916,1,2,2,5
11917,1,6,1,6
11918,1,7,1,5
11919,1,7,2,5
11920,2,3,6,1
11921,2,3,6,3
11922,1,4,5,2
11923,2,7,2,5
11924,2,5,6,6
11925,2,5,2,1
11926,2,6,4,3
11927,2,5,6,6
11928,2,1,1,7
11929,2,2,4,5
11930,2,6,1,6
11931,1,1,2,5
11932,1,5,7,1
