CASEID,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,drr_110,ehg3_01
18951,96,96,96,5, 7,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 2
18952,96,96, 2,1, 2,96,96,1,6,6,0,1,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,5,4,2, 4, 2
18953,96,96,96,5, 7, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 4
18954,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 7
18955,96,96,96,7, 8,10, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 1
18956, 3,96,96,6, 7,12, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 4
18957, 1,96,96,5, 7,15, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 6
18958, 3,96,96,3, 1,96,96,2,5,6,0,1,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2, 6, 7
18959,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 6
18960, 3,96,96,7, 8,96,96,1,3,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 3, 1
18961, 3, 1,96,2, 1,10, 2,1,1,2,1,3,1,3,1,5,0,5, 3,2,2,96,2,2,1,4,0,0,0,0,0,0,0,0,0,0,6,2,2, 7, 2
18962,96,96,96,5, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1, 4
18963,96,96,96,6, 7,13, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 2
18964,96, 4,96,4, 2,14, 5,2,1,1,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 2, 6
18965,96,96,96,2, 3,96,96,1,6,6,0,0,0,0,2,1,1,7, 9,2,1, 3,2,2,0,0,0,0,0,0,2,1,1,0,0,0,5,4,2, 4, 6
18966,96, 1,96,3, 1, 8, 3,2,1,1,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 5, 2
18967,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 1
18968,96,96,96,1, 2,96,96,2,2,6,0,0,0,0,2,1,1,3, 9,2,1, 2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,5,4,2, 4, 2
18969,96,96,96,6, 6, 1, 5,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 2
18970,96,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 1
18971,96,96, 2,1, 5,96,96,2,6,6,0,1,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,5,4,2, 5, 2
18972,96, 2,96,3, 1,96,96,2,4,6,0,2,3,2,1,6,0,5, 6,2,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 2
18973,96,96,96,5, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 2
18974,96, 4,96,4, 2,96,96,2,6,6,0,0,1,0,1,4,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 1
18975,96,96,96,5, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 4
18976, 2,96,96,7, 7, 2, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 3
18977,96,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 1
18978,96,96,96,5, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 2
18979,96, 1,96,3, 1, 7, 3,1,1,2,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 3
18980,96,96,96,5, 6, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 4
18981, 3,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 4, 6
18982,96,96,96,5, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 6
18983,96,96,96,5, 6, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 5
18984,96,96,96,5, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 4
18985,96,96,96,7, 8, 9, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 4
18986,96,96,96,7, 8,96,96,2,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 2
18987, 3, 6,96,7, 5,96,96,2,3,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 3
18988, 3,96,96,7, 8,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 7
18989,96, 2,96,3, 1, 4, 2,1,1,2,1,2,3,2,1,6,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,3,2, 6, 6
18990, 5,96,96,5, 6, 7, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 7
18991,96,96,96,6, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 5
18992,96, 2,96,3, 1, 6, 3,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 1, 4
18993,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1, 4
18994,96,96,96,5, 6,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 4
18995,96,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1, 6
18996, 4,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 2
18997,96,96,96,7, 8,10, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 5
18998,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 6
18999,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 6
19000,96,96,96,5, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 2
19001,96,96,96,4, 5, 2, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 3
19002,96,96,96,5, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 4
19003,96,96, 4,2, 4,96,96,1,6,6,0,0,0,0,2,1,2,6, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 3, 3
19004,96,96,96,6, 7,96,96,1,1,6,0,0,0,0,2,1,0,5,11,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 5
19005, 3, 1,96,2, 1, 6, 1,1,1,2,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 7, 3
19006,96,96,96,6, 7, 9, 6,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 4
19007, 2,96, 4,2, 3,96,96,1,1,6,0,0,0,0,2,1,2,6, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,5,4,2, 6, 2
19008,96,96,96,6, 7, 6, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 4
19009, 3,96,96,7, 9,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 1
19010,96, 4,96,5, 2, 5, 4,1,1,2,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 7, 2
19011, 1,96, 3,2, 4,96,96,1,6,6,0,0,0,0,2,1,1,8, 9,1,2,96,2,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2, 2, 4
19012, 3,96,96,2, 3,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 7
19013, 5, 5,96,5, 3, 8, 5,1,1,2,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 7, 3
19014,96, 6,96,4, 4,96,96,1,4,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 1
19015,96,96, 4,1, 6,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 3, 4
19016,96,96, 3,1, 2,96,96,1,6,6,0,1,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2, 5, 6
19017, 3, 6,96,5, 3,96,96,2,4,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 4
19018,96,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 5, 6
19019,96,96,96,5, 7, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 4
19020,96,96,96,4, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 1
19021,96,96,96,5, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 5
19022,96,96,96,5, 7, 7, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 3
19023,96,96,96,5, 7, 9, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 4
19024,96, 2,96,2, 1,96,96,2,6,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2, 7, 2
19025,96,96,96,5, 7,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 1
19026,96,96,96,5, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 2
19027,96, 2,96,4, 1, 8, 4,2,1,1,1,1,2,1,1,6,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,3,2, 5, 6
19028,96,96,96,2, 3,96,96,1,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 5, 6
19029, 1,96, 2,1, 1,96,96,1,6,6,0,1,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2, 7, 1
19030, 4,96,96,5, 6, 9, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 5
19031,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 1
19032, 2,96,96,2, 3, 8, 2,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 5
19033,96, 1,96,3, 1,10, 3,2,1,1,1,2,2,2,1,2,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 6
19034, 3,96,96,6, 8, 9, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 3
19035,96,96,96,4, 4, 1, 3,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 6
19036,96, 3,96,4, 2,11, 5,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 6, 4
19037,96,96,96,4, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 6
19038,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 7
19039,96,96,96,6, 7, 8, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 3
19040,96, 5,96,4, 3,96,96,2,4,6,0,0,1,0,1,1,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 2
19041,96, 4,96,5, 2, 4, 4,2,1,1,1,0,3,0,1,1,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,4,2, 3, 6
19042,96,96,96,5, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 4
19043,96,96,96,6, 7, 5, 5,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 2
19044,96, 2,96,2, 1, 2, 2,1,2,2,2,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 4, 4
19045, 1, 4,96,4, 2, 8, 4,1,1,2,1,0,2,0,1,4,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2, 7, 6
19046,96,96,96,5, 6, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 6
19047,96,96,96,3, 4,96,96,1,6,6,0,0,0,0,2,1,1,7, 9,2,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 2
19048,96, 1,96,3, 1, 6, 3,1,1,2,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 5, 7
19049, 4, 3,96,5, 2, 2, 4,1,1,2,1,1,1,1,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 2, 7
19050,96, 5,96,5, 3, 2, 5,1,1,2,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2, 7, 3
19051,96, 2, 4,2, 1,96,96,1,6,6,0,1,1,1,1,3,1,8, 6,1,2,96,2,2,0,1,0,0,0,0,1,1,0,0,0,0,4,3,1, 5, 2
19052,96, 2,96,3, 1, 8, 3,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 7
19053,96,96,96,2, 3, 9, 2,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 5
19054,96,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 2
19055,96,96,96,4, 6,10, 4,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 3
19056,96, 5,96,4, 3,12, 4,1,1,2,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 3, 2
19057, 1,96,96,6, 5, 1, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 6
19058,96,96,96,4, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 2
19059,96,96, 4,3, 4,96,96,2,6,6,0,0,0,0,2,1,2,6, 8,1,1, 4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 4, 2
19060,96, 6,96,5, 2, 7, 5,2,1,1,1,1,1,0,1,1,0,5,10,2,2,96,2,2,0,1,0,0,1,1,0,0,0,0,0,0,4,3,1, 4, 1
19061,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 2
19062,96,96,96,3, 4,96,96,1,2,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 3
19063, 3,96,96,6, 7,15, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 2
19064, 4, 1,96,3, 1, 2, 2,1,1,2,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 2, 4
19065,96, 4,96,4, 2, 6, 4,1,1,2,1,0,1,0,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 4, 4
19066,96, 6,96,7, 9, 8, 7,2,1,1,1,0,1,0,1,1,0,5,10,2,2,96,2,2,0,1,0,1,2,1,0,0,0,1,0,0,6,4,1, 6, 2
19067,96,96,96,2, 4, 8, 2,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 4
19068,96, 2,96,3, 1, 1, 2,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 6, 6
19069,96,96,96,3, 5, 7, 3,1,1,1,3,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 6
19070,96,96,96,5, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 1
19071,96,96, 1,1, 1,96,96,1,6,6,0,3,0,0,2,1,2,2, 8,1,1, 1,2,2,0,0,0,0,0,0,1,0,2,0,0,0,6,3,2, 6, 1
19072, 3, 1,96,2, 1, 6, 2,1,1,2,1,1,1,1,1,2,0,5,10,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4,3,2, 6, 3
19073,96,96,96,6, 7, 9, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 2
19074, 3, 6,96,5, 3, 7, 5,1,1,2,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 3, 7
19075,96,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 1
19076, 7,96,96,7, 9,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 2
19077,96,96,96,5, 6,96,96,2,3,6,0,0,0,0,2,1,1,7, 9,2,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2, 6, 2
19078, 2,96,96,6, 8,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1, 1
19079,96, 2,96,2, 1,96,96,2,6,6,0,2,2,2,1,3,0,5, 6,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2, 4, 4
19080,96,96, 2,1, 2,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2, 7, 1
19081,96, 6,96,4, 1,10, 5,2,1,1,1,1,1,0,1,1,0,5,10,2,2,96,2,2,0,1,0,1,1,0,0,0,0,1,0,0,5,4,1, 4, 4
19082,96, 1,96,3, 1,96,96,2,5,6,0,2,2,2,1,5,0,5, 6,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2, 5, 4
19083,96,96,96,6, 7, 5, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 7
19084, 3,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,1,7, 9,2,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 7
19085,96, 1,96,3, 1, 7, 3,2,1,2,3,3,3,3,1,5,0,5, 3,2,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,5,2,2, 4, 3
19086, 3, 3,96,4, 2, 4, 3,1,1,2,1,1,2,1,1,6,1,5, 9,2,1, 5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,4,1, 3, 7
19087,96,96,96,5, 7, 6, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 4
19088,96,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 2
19089,96,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2, 4
19090,96,96,96,6, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 6
19091, 2,96,96,1, 3,96,96,1,6,6,0,0,0,0,2,1,0,1, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 2
19092,96, 3,96,4, 2, 9, 4,2,1,1,1,1,3,1,1,4,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,4,2, 1, 6
19093,96, 1,96,3, 1, 9, 3,1,1,2,1,2,2,2,1,2,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 4
19094, 1,96,96,4, 5, 3, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 6
19095,96,96,96,6, 7, 5, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 1
19096,96, 3,96,5, 2, 2, 5,1,1,2,1,1,1,1,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 2, 4
19097, 1,96,96,4, 6, 7, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 6
19098,96, 1,96,3, 1, 8, 3,2,2,1,2,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 6
19099,96,96,96,7, 8, 2, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 7
19100,96,96,96,6, 8, 9, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 7
19101, 1,96, 2,1, 5,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4,4,2, 7, 2
